,name,salary_from,salary_to,salary_currency,area_name,published_at
882,Программист 1С,60000.0,70000.0,RUR,Иркутск,2022-12-15T09:41:50+0300
883,Инженер службы сервиса и монтажа ОПС,80000.0,140000.0,RUR,Москва,2022-12-15T09:41:33+0300
884,Web-программист,,,,Москва,2022-12-15T08:06:21+0300
885,СТО (Реклама),,,,Москва,2022-12-15T10:17:49+0300
886,PHP-программист,,150000.0,RUR,Новокузнецк,2022-12-15T11:15:49+0300
887,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Нефтекамск,2022-12-15T07:12:26+0300
888,Специалист технической поддержки,35000.0,50000.0,RUR,Самара,2022-12-15T07:48:11+0300
889,Второй механик,200000.0,,RUR,Находка,2022-12-15T09:29:28+0300
890,Техник по обслуживанию пожарной сигнализации,44000.0,,RUR,Краснодар,2022-12-15T11:53:11+0300
891,Программист FoxPro/Delphi,70000.0,70000.0,RUR,Томск,2022-12-15T09:19:02+0300
892,Оператор станков с ПУ,60000.0,120000.0,RUR,Большой Исток,2022-12-15T09:32:03+0300
893,Руководитель направления развития комиссионных продуктов,,,,Москва,2022-12-15T11:53:23+0300
894,Оператор станков с ЧПУ (фрезерная ггруппа),95000.0,,RUR,Чебоксары,2022-12-15T08:22:21+0300
895,Стажер-программист 1С,35000.0,70000.0,RUR,Ковров,2022-12-15T10:10:11+0300
896,Руководитель отдела тестирования,,,,Москва,2022-12-15T10:22:45+0300
897,Токарь,105000.0,143000.0,RUR,Верхняя Салда,2022-12-15T09:16:47+0300
898,Старший менеджер в Управление анализа и планирования (некредитных продуктов МСБ),,,,Москва,2022-12-15T11:32:16+0300
899,Главный специалист отдела планирование закупок МТР (г. Березники),,,,Пермь,2022-12-15T09:15:23+0300
900,Аналитик 1С,70000.0,,RUR,Екатеринбург,2022-12-15T10:18:22+0300
901,Оператор ЧПУ (Ижевск),110000.0,,RUR,Ижевск,2022-12-15T07:32:04+0300
902,Фрезеровщик,,,,Калуга,2022-12-15T09:36:56+0300
903,Техник по обслуживанию слаботочных систем,50000.0,60000.0,RUR,Екатеринбург,2022-12-15T11:55:57+0300
904,"Веб-разработчик (Angular, middle/senior)",,,,Тула,2022-12-15T09:58:49+0300
905,Инсталлятор,35000.0,,RUR,Рубцовск,2022-12-15T08:14:09+0300
906,Главный специалист по предиктивной диагностике в единой службе диагностики дирекции по ремонтам,,,,Новокузнецк,2022-12-15T07:34:13+0300
907,Начинающий специалист технической поддержки (удаленно),30000.0,38000.0,RUR,Ростов-на-Дону,2022-12-15T09:44:21+0300
908,Разработчик 1C,,,,Москва,2022-12-15T09:47:29+0300
909,Инженер по эксплуатации транспортной сети (сетевой инженер),,,,Санкт-Петербург,2022-12-15T10:30:51+0300
910,Инженер-механик,,,,Киржач,2022-12-15T10:39:43+0300
911,Заместитель начальника участка буровзрывных работ на ОГР,270000.0,,RUR,Сургут,2022-12-15T08:56:27+0300
912,"Начальник отдела (управленческий учет, бюджетирование)",,,,Москва,2022-12-15T10:40:39+0300
913,Начинающий специалист (Инженер),,,,Санкт-Петербург,2022-12-15T10:31:05+0300
914,Специалист по контенту,,,,Краснодар,2022-12-15T10:29:46+0300
915,Токарь-фрезеровщик,50000.0,,RUR,Ростов-на-Дону,2022-12-15T11:45:07+0300
916,Специалист отдела поддержки пользователей,45000.0,,RUR,Новосибирск,2022-12-15T08:16:04+0300
917,Системный администратор Linux,,,,Ташкент,2022-12-15T11:06:22+0300
918,Сервисный инженер - сварочное оборудование (на территории ОАЭ),,,,Казань,2022-12-15T09:49:01+0300
919,Программист 1С в Отдел развития и автоматизации управленческих информационных систем,170000.0,,RUR,Москва,2022-12-15T10:05:00+0300
920,Фрезеровщик,,,,Брянск,2022-12-15T09:36:56+0300
921,Специалист / гузчик (штамповщик) крупное машиностроительное предприятие,74000.0,,RUR,Волгоград,2022-12-15T10:31:16+0300
922,Разработчик мобильных приложений,100000.0,,RUR,Краснодар,2022-12-15T10:32:14+0300
923,Токарь,40000.0,50000.0,RUR,Набережные Челны,2022-12-15T10:45:59+0300
924,Механик РММ (Ямал),120000.0,,RUR,Краснодар,2022-12-15T09:09:03+0300
925,Менеджер по работе с клиентами,,,,Москва,2022-12-15T08:50:08+0300
926,Шлифовщик,60000.0,,RUR,Чебоксары,2022-12-15T11:54:47+0300
927,Оператор гибочного станка\Ученик,62000.0,80000.0,RUR,Ростов-на-Дону,2022-12-15T07:39:48+0300
928,Оператор станка (Приокский район),35000.0,55000.0,RUR,Нижний Новгород,2022-12-15T10:35:05+0300
929,Фрезеровщик,,,,Иваново (Ивановская область),2022-12-15T09:36:56+0300
930,Фрезеровщик,,,,Белгород,2022-12-15T09:36:56+0300
931,Специалист по защите информации,,,,Томск,2022-12-15T07:12:22+0300
932,Токарь-универсал,60000.0,100000.0,RUR,Колпино,2022-12-15T09:45:59+0300
933,"Фрезеровщик, город Калуга",,94000.0,RUR,Калуга,2022-12-15T11:45:05+0300
934,Системный администратор,55000.0,60000.0,RUR,Новый (Приморский край),2022-12-15T10:34:29+0300
935,Механик (дорожно-строительная техника),75000.0,75000.0,RUR,Острогожск,2022-12-15T08:53:15+0300
936,Инженер по сетевой безопасности,,,,Самара,2022-12-15T09:31:39+0300
937,Наладчик производственного оборудования,50000.0,,RUR,Раменское,2022-12-15T09:17:15+0300
938,Начальник отдела инженерно-технической защиты,,,,Зеленоград,2022-12-15T10:57:08+0300
939,Фрезеровщик,90000.0,,RUR,Белгород,2022-12-15T11:57:11+0300
940,Специалист технической поддержки,35000.0,,RUR,Новокузнецк,2022-12-15T11:15:07+0300
941,Руководитель проекта,,,,Санкт-Петербург,2022-12-15T11:01:49+0300
942,Системный аналитик,,,,Москва,2022-12-15T11:50:38+0300
943,Главный эксперт отдела системного сопровождения в Банк,,,,Москва,2022-12-15T10:39:31+0300
944,Senior JS Developer,4000.0,6500.0,USD,Баку,2022-12-15T11:05:59+0300
945,Программист 1С,150000.0,,RUR,Мурманск,2022-12-15T10:10:23+0300
946,Старший электромеханик,50000.0,52000.0,RUR,Шиханы,2022-12-15T07:51:52+0300
947,Программист 1С,,,,Красноярск,2022-12-15T08:20:08+0300
948,Главный механик в карьер,50000.0,75000.0,RUR,Анапа,2022-12-15T08:59:22+0300
949,Фрезеровщик (г. Ижевск),100000.0,,RUR,Ижевск,2022-12-15T07:36:22+0300
950,Оператор-резчик металла на ножницах и прессах (производство),40000.0,60000.0,RUR,Новосибирск,2022-12-15T07:10:41+0300
951,Разработчик цифровых двойников (Anylogic / Java),,,,Москва,2022-12-15T09:23:39+0300
952,Эксперт по информационной безопасности,117000.0,,RUR,Екатеринбург,2022-12-15T11:31:30+0300
953,Менеджер по продаже косметики,40000.0,,RUR,Новосибирск,2022-12-15T10:50:48+0300
954,Наладчик станков с ЧПУ,,,,Минск,2022-12-15T11:25:29+0300
955,Менеджер проекта / Инженер проекта,80000.0,,RUR,Санкт-Петербург,2022-12-15T10:18:50+0300
956,Инженер по автоматизированным системам управления производством,30000.0,,RUR,Заинск,2022-12-15T10:55:55+0300
957,Системный инженер,,,,Тула,2022-12-15T09:58:25+0300
958,Инженер по безопасности дорожного движения,80000.0,90000.0,RUR,Нягань,2022-12-15T09:09:23+0300
959,Оператор станков с ЧПУ,,,,Барнаул,2022-12-15T11:24:00+0300
960,Ведущий разработчик Python,,,,Санкт-Петербург,2022-12-15T11:10:04+0300
961,Инженер-электроник Инженер АСУ ТП программист,,,,Владивосток,2022-12-15T06:38:07+0300
962,Токарь-карусельщик,120000.0,130000.0,RUR,Тула,2022-12-15T07:56:44+0300
963,Ведущий системный администратор,130000.0,,RUR,Москва,2022-12-15T09:22:34+0300
964,Энергомеханик,240000.0,,KZT,Алматы,2022-12-15T06:33:45+0300
965,Сборщик каркасов мягкой мебели,35000.0,45000.0,RUR,Тюмень,2022-12-15T07:15:58+0300
966,Главный оперативный дежурный ЕЦУС,,,,Санкт-Петербург,2022-12-15T10:30:41+0300
967,Фрезеровщик,30000.0,,RUR,Тамбов,2022-12-15T09:23:49+0300
968,Аналитик,30000.0,35000.0,RUR,Владимир,2022-12-15T09:09:47+0300
969,Инженер,,,,Минск,2022-12-15T09:27:37+0300
970,Копирайтер / Редактор / Оператор обработки текста и ввода данных (удаленно),,80000.0,RUR,Ростов-на-Дону,2022-12-15T09:39:20+0300
971,Техник по эксплуатации,40000.0,50000.0,RUR,Екатеринбург,2022-12-15T10:25:14+0300
